JobSatisfaction,Workload_Binned,SleepHours_Binned,Age_Binned,Stress_Binned,Experience_Binned,JobLevel,Gender,MaritalStatus,Dept,EmpType,haveOT_Binned
Satisfied,5,7,20-29,1,1-5,Intern/Fresher,Male,Single,Sales,Full-Time,No
Satisfied,5,8,30-39,1,11-15,Mid,Female,Single,Finance,Full-Time,Yes
Satisfied,3,5,30-39,1,11-15,Senior,Female,Married,Legal,Full-Time,No
Satisfied,1,7,40-49,1,16-20,Mid,Female,Married,Sales,Contract,No
Satisfied,1,6,20-29,2,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Satisfied,1,7,20-29,2,1-5,Junior,Other,Single,Finance,Full-Time,No
Satisfied,1,7,20-29,1,1-5,Junior,Female,Single,Sales,Full-Time,Yes
Satisfied,4,6,20-29,1,1-5,Junior,Female,Single,Sales,Full-Time,No
Satisfied,5,7,50-59,3,16-20,Senior,Male,Married,Sales,Full-Time,No
Satisfied,2,7,40-49,2,16-20,Mid,Male,Single,Sales,Full-Time,No
Satisfied,4,9,20-29,1,1-5,Junior,Male,Single,IT,Part-Time,Yes
Satisfied,2,6,20-29,1,1-5,Intern/Fresher,Female,Single,Finance,Part-Time,No
Satisfied,5,6,20-29,1,6-10,Junior,Female,Single,Operations,Full-Time,No
Satisfied,3,8,40-49,2,21-25,Mid,Male,Single,IT,Full-Time,Yes
Satisfied,3,5,30-39,1,11-15,Senior,Male,Married,Legal,Full-Time,No
Satisfied,1,6,20-29,1,1-5,Mid,Male,Single,Finance,Full-Time,No
Satisfied,4,6,30-39,1,16-20,Senior,Female,Married,Legal,Full-Time,No
Satisfied,2,6,40-49,1,11-15,Mid,Male,Married,IT,Full-Time,Yes
Satisfied,2,6,40-49,1,21-25,Mid,Other,Single,Operations,Full-Time,Yes
Satisfied,3,7,40-49,2,1-5,Mid,Other,Single,IT,Full-Time,Yes
Satisfied,1,8,20-29,2,1-5,Intern/Fresher,Female,Single,Marketing,Full-Time,No
Satisfied,2,5,40-49,3,11-15,Mid,Male,Married,Operations,Full-Time,No
Satisfied,3,9,20-29,1,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Satisfied,2,6,30-39,2,11-15,Mid,Female,Single,Customer Service,Full-Time,No
Satisfied,5,7,40-49,1,11-15,Mid,Male,Divorced,Operations,Full-Time,No
Satisfied,5,6,30-39,1,16-20,Mid,Other,Single,Operations,Contract,No
Satisfied,4,6,30-39,1,11-15,Mid,Male,Divorced,IT,Full-Time,Yes
Satisfied,3,8,20-29,1,1-5,Junior,Male,Married,Finance,Part-Time,Yes
Satisfied,3,9,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,5,6,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Satisfied,4,8,20-29,2,6-10,Junior,Male,Single,Finance,Part-Time,Yes
Satisfied,3,8,30-39,1,16-20,Mid,Female,Single,Finance,Part-Time,No
Satisfied,1,7,20-29,1,1-5,Junior,Female,Single,IT,Part-Time,Yes
Satisfied,3,6,20-29,1,1-5,Junior,Male,Single,Operations,Full-Time,No
Satisfied,4,6,40-49,1,6-10,Mid,Female,Married,Finance,Full-Time,No
Satisfied,5,6,40-49,1,11-15,Mid,Female,Divorced,Marketing,Full-Time,No
Satisfied,4,6,20-29,1,1-5,Junior,Male,Single,Marketing,Contract,No
Satisfied,1,7,40-49,1,21-25,Mid,Male,Married,IT,Contract,Yes
Satisfied,2,8,20-29,1,1-5,Intern/Fresher,Female,Single,Customer Service,Full-Time,No
Satisfied,3,7,30-39,1,11-15,Mid,Female,Married,Operations,Full-Time,No
Satisfied,3,4,30-39,1,11-15,Mid,Female,Married,HR,Part-Time,No
Satisfied,4,6,20-29,1,6-10,Junior,Female,Married,Legal,Full-Time,No
Satisfied,2,5,20-29,2,6-10,Junior,Female,Married,Finance,Full-Time,No
Satisfied,3,7,40-49,1,6-10,Mid,Male,Married,Operations,Full-Time,No
Satisfied,5,8,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,3,7,30-39,3,11-15,Mid,Male,Divorced,Customer Service,Full-Time,No
Satisfied,3,6,40-49,2,1-5,Mid,Male,Married,IT,Full-Time,No
Satisfied,3,5,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,No
Satisfied,5,8,40-49,1,11-15,Mid,Male,Married,Finance,Full-Time,No
Satisfied,2,6,20-29,2,1-5,Junior,Male,Single,Legal,Part-Time,Yes
Satisfied,5,7,30-39,2,6-10,Mid,Male,Divorced,IT,Part-Time,No
Satisfied,2,6,30-39,1,11-15,Mid,Male,Married,Operations,Full-Time,No
Satisfied,5,9,20-29,1,1-5,Junior,Other,Single,Finance,Contract,No
Satisfied,4,6,50-59,1,16-20,Senior,Female,Married,Finance,Contract,Yes
Satisfied,2,6,20-29,4,1-5,Intern/Fresher,Female,Single,HR,Full-Time,No
Satisfied,4,8,20-29,1,6-10,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,4,5,30-39,1,1-5,Mid,Female,Single,Finance,Full-Time,No
Satisfied,2,8,20-29,3,1-5,Junior,Female,Single,Marketing,Full-Time,No
Satisfied,2,6,50-59,1,21-25,Senior,Male,Married,Finance,Contract,No
Satisfied,3,8,20-29,1,6-10,Junior,Other,Single,Operations,Full-Time,No
Satisfied,2,7,30-39,1,6-10,Senior,Male,Married,IT,Part-Time,Yes
Satisfied,2,6,30-39,1,1-5,Mid,Other,Single,HR,Full-Time,No
Satisfied,4,6,20-29,3,6-10,Junior,Male,Single,Finance,Full-Time,No
Satisfied,2,6,30-39,1,11-15,Senior,Female,Married,Customer Service,Part-Time,No
Satisfied,4,7,30-39,1,16-20,Senior,Male,Single,Marketing,Contract,No
Satisfied,3,7,30-39,3,11-15,Senior,Male,Married,Customer Service,Full-Time,No
Satisfied,5,5,30-39,1,6-10,Mid,Female,Married,Operations,Full-Time,No
Satisfied,3,5,20-29,1,1-5,Junior,Male,Single,Finance,Part-Time,No
Satisfied,4,6,30-39,2,6-10,Senior,Female,Married,Operations,Full-Time,No
Satisfied,3,7,30-39,1,11-15,Senior,Male,Married,Marketing,Full-Time,No
Satisfied,1,7,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Satisfied,2,6,30-39,1,11-15,Mid,Male,Married,Operations,Full-Time,No
Satisfied,1,7,20-29,2,1-5,Junior,Male,Single,Finance,Part-Time,No
Satisfied,4,5,20-29,2,1-5,Junior,Male,Single,Finance,Full-Time,No
Satisfied,3,6,30-39,2,11-15,Mid,Female,Married,IT,Full-Time,Yes
Satisfied,1,8,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Part-Time,Yes
Satisfied,3,7,20-29,1,1-5,Junior,Male,Single,IT,Contract,No
Satisfied,2,9,20-29,2,1-5,Junior,Male,Single,IT,Part-Time,Yes
Satisfied,5,5,50-59,2,6-10,Senior,Female,Married,Marketing,Contract,No
Satisfied,3,6,30-39,1,1-5,Mid,Female,Married,Marketing,Part-Time,No
Satisfied,3,8,40-49,1,11-15,Mid,Other,Single,Marketing,Full-Time,No
Satisfied,1,8,40-49,2,1-5,Mid,Female,Single,HR,Full-Time,Yes
Satisfied,1,8,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,5,6,20-29,1,6-10,Junior,Other,Single,IT,Full-Time,Yes
Satisfied,3,9,30-39,3,11-15,Mid,Male,Married,Sales,Full-Time,No
Satisfied,4,4,20-29,1,1-5,Junior,Female,Single,Sales,Full-Time,No
Satisfied,5,7,40-49,4,26-30,Senior,Female,Married,Operations,Contract,No
Satisfied,2,5,30-39,2,11-15,Senior,Male,Single,Finance,Full-Time,No
Satisfied,5,8,30-39,1,11-15,Senior,Male,Married,IT,Part-Time,No
Satisfied,2,9,30-39,2,11-15,Senior,Other,Single,Finance,Full-Time,No
Satisfied,1,5,30-39,1,11-15,Senior,Male,Single,Finance,Full-Time,No
Satisfied,5,6,20-29,1,6-10,Junior,Male,Single,Legal,Full-Time,Yes
Satisfied,1,6,30-39,3,11-15,Mid,Male,Married,IT,Part-Time,Yes
Satisfied,4,7,40-49,2,21-25,Mid,Other,Single,Finance,Full-Time,No
Satisfied,3,6,40-49,1,11-15,Mid,Male,Married,Legal,Full-Time,No
Satisfied,2,8,20-29,3,6-10,Junior,Female,Single,Finance,Full-Time,No
Satisfied,1,6,30-39,1,11-15,Mid,Male,Married,Sales,Full-Time,No
Satisfied,1,7,20-29,2,1-5,Intern/Fresher,Female,Single,Customer Service,Part-Time,No
Satisfied,2,7,20-29,1,6-10,Mid,Female,Single,Legal,Full-Time,No
Satisfied,3,8,40-49,1,16-20,Mid,Male,Married,Operations,Full-Time,No
Satisfied,3,8,30-39,2,11-15,Mid,Male,Married,Operations,Full-Time,No
Satisfied,2,5,30-39,1,6-10,Senior,Female,Married,Sales,Part-Time,No
Satisfied,2,7,20-29,1,6-10,Junior,Female,Single,Legal,Full-Time,No
Satisfied,3,7,40-49,1,16-20,Senior,Female,Single,Legal,Full-Time,No
Satisfied,1,5,30-39,3,6-10,Mid,Male,Single,Finance,Contract,No
Satisfied,5,7,40-49,1,6-10,Mid,Male,Married,Sales,Full-Time,No
Satisfied,2,5,40-49,1,16-20,Mid,Female,Married,Operations,Contract,No
Satisfied,1,9,20-29,1,6-10,Junior,Male,Single,Operations,Full-Time,Yes
Satisfied,3,5,20-29,2,1-5,Junior,Female,Married,Finance,Full-Time,No
Satisfied,1,5,50-59,1,11-15,Senior,Male,Married,Finance,Full-Time,No
Satisfied,3,6,40-49,1,6-10,Senior,Male,Married,Operations,Full-Time,No
Satisfied,1,6,20-29,1,1-5,Intern/Fresher,Male,Single,Legal,Contract,No
Satisfied,3,6,30-39,1,6-10,Mid,Other,Single,Legal,Full-Time,No
Satisfied,1,7,40-49,4,16-20,Senior,Other,Single,Operations,Full-Time,No
Satisfied,2,6,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,2,6,20-29,1,1-5,Intern/Fresher,Female,Single,Finance,Full-Time,No
Satisfied,3,8,20-29,1,1-5,Junior,Other,Single,Legal,Contract,No
Satisfied,2,6,20-29,4,1-5,Junior,Male,Single,Finance,Contract,No
Satisfied,5,8,40-49,2,21-25,Mid,Female,Married,Operations,Full-Time,No
Satisfied,5,6,30-39,1,16-20,Mid,Male,Single,Sales,Full-Time,No
Satisfied,2,8,20-29,1,1-5,Junior,Female,Single,IT,Contract,No
Satisfied,2,6,20-29,3,6-10,Junior,Female,Single,Customer Service,Part-Time,No
Satisfied,5,7,20-29,1,1-5,Mid,Female,Single,IT,Part-Time,Yes
Satisfied,3,7,40-49,2,11-15,Mid,Female,Single,IT,Full-Time,Yes
Satisfied,1,6,20-29,1,1-5,Junior,Female,Single,Legal,Full-Time,No
Satisfied,1,7,40-49,1,16-20,Mid,Female,Married,Legal,Full-Time,No
Satisfied,1,5,30-39,5,11-15,Senior,Male,Single,IT,Part-Time,No
Satisfied,1,8,20-29,4,6-10,Mid,Male,Single,Finance,Full-Time,No
Satisfied,1,7,20-29,1,1-5,Intern/Fresher,Female,Single,HR,Part-Time,No
Satisfied,1,5,20-29,3,6-10,Junior,Female,Married,IT,Full-Time,Yes
Satisfied,1,6,20-29,1,1-5,Senior,Male,Single,Customer Service,Full-Time,No
Satisfied,1,6,30-39,4,6-10,Mid,Male,Single,Finance,Full-Time,No
Satisfied,5,6,20-29,1,1-5,Mid,Male,Married,IT,Full-Time,Yes
Satisfied,1,8,30-39,3,11-15,Mid,Male,Single,IT,Full-Time,No
Satisfied,5,7,40-49,3,26-30,Mid,Male,Married,Finance,Contract,No
Satisfied,2,7,20-29,3,1-5,Intern/Fresher,Other,Single,Finance,Full-Time,No
Satisfied,1,7,20-29,1,1-5,Junior,Female,Single,Sales,Full-Time,No
Satisfied,1,7,20-29,1,6-10,Junior,Female,Single,Finance,Full-Time,No
Satisfied,1,7,20-29,3,1-5,Junior,Male,Married,Operations,Full-Time,No
Satisfied,2,7,30-39,1,11-15,Mid,Male,Married,IT,Contract,Yes
Satisfied,3,6,50-59,1,21-25,Senior,Other,Single,IT,Full-Time,No
Satisfied,3,7,20-29,2,1-5,Junior,Female,Single,Operations,Full-Time,No
Satisfied,3,7,40-49,1,21-25,Senior,Male,Married,Customer Service,Full-Time,No
Satisfied,1,6,50-59,1,6-10,Senior,Male,Divorced,Operations,Part-Time,No
Satisfied,3,8,20-29,2,6-10,Junior,Female,Single,Sales,Full-Time,No
Satisfied,2,6,20-29,1,6-10,Junior,Female,Single,Marketing,Full-Time,No
Satisfied,2,6,30-39,2,11-15,Senior,Male,Single,Legal,Full-Time,No
Satisfied,1,7,20-29,1,1-5,Junior,Female,Single,HR,Part-Time,No
Satisfied,2,7,40-49,1,21-25,Senior,Male,Married,IT,Full-Time,Yes
Satisfied,5,7,20-29,1,1-5,Mid,Female,Single,Finance,Full-Time,No
Satisfied,1,6,20-29,5,6-10,Junior,Male,Single,Legal,Full-Time,No
Satisfied,4,6,20-29,2,1-5,Senior,Male,Single,Finance,Full-Time,No
Satisfied,1,7,20-29,4,1-5,Mid,Female,Married,Operations,Full-Time,No
Satisfied,2,6,20-29,1,1-5,Junior,Female,Single,Operations,Full-Time,No
Satisfied,4,5,20-29,1,1-5,Junior,Male,Single,Operations,Contract,No
Satisfied,5,5,30-39,1,11-15,Senior,Female,Single,Finance,Full-Time,No
Satisfied,2,6,40-49,1,11-15,Mid,Female,Married,IT,Part-Time,Yes
Satisfied,3,7,30-39,1,11-15,Mid,Other,Single,Finance,Full-Time,No
Satisfied,1,6,30-39,3,16-20,Mid,Female,Single,Marketing,Part-Time,No
Satisfied,2,8,20-29,1,1-5,Junior,Female,Single,Customer Service,Full-Time,Yes
Satisfied,4,6,40-49,1,16-20,Mid,Female,Married,HR,Full-Time,No
Satisfied,5,8,20-29,1,6-10,Junior,Male,Single,HR,Full-Time,No
Satisfied,1,8,40-49,1,1-5,Senior,Other,Single,Marketing,Full-Time,No
Satisfied,4,6,30-39,2,11-15,Senior,Male,Married,Legal,Full-Time,No
Satisfied,2,5,40-49,1,11-15,Mid,Other,Single,Marketing,Full-Time,No
Satisfied,2,8,20-29,1,1-5,Mid,Male,Single,IT,Part-Time,Yes
Satisfied,2,6,30-39,2,11-15,Mid,Female,Married,HR,Full-Time,No
Satisfied,3,7,30-39,1,11-15,Senior,Other,Single,IT,Part-Time,No
Satisfied,2,6,30-39,1,11-15,Mid,Male,Married,Marketing,Full-Time,No
Satisfied,1,9,40-49,5,11-15,Mid,Male,Married,Finance,Full-Time,No
Satisfied,1,6,30-39,1,11-15,Mid,Male,Married,IT,Full-Time,Yes
Satisfied,2,6,50-59,1,1-5,Senior,Male,Married,Sales,Part-Time,No
Satisfied,2,6,30-39,2,11-15,Mid,Female,Married,Finance,Full-Time,No
Satisfied,3,5,40-49,1,6-10,Mid,Female,Married,Operations,Full-Time,No
Satisfied,1,7,30-39,1,11-15,Senior,Female,Single,IT,Full-Time,No
Satisfied,1,7,30-39,1,6-10,Senior,Male,Married,Sales,Part-Time,Yes
Satisfied,4,8,30-39,1,11-15,Senior,Male,Divorced,Customer Service,Part-Time,No
Satisfied,4,9,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,5,6,30-39,1,6-10,Mid,Male,Married,Marketing,Full-Time,No
Satisfied,1,9,30-39,3,11-15,Senior,Other,Single,IT,Full-Time,Yes
Satisfied,3,5,30-39,1,6-10,Mid,Female,Married,Finance,Contract,No
Satisfied,3,8,40-49,3,16-20,Senior,Male,Married,Customer Service,Full-Time,No
Satisfied,5,7,20-29,1,1-5,Intern/Fresher,Female,Single,Finance,Full-Time,No
Satisfied,2,6,20-29,2,6-10,Junior,Female,Single,Legal,Full-Time,Yes
Satisfied,1,7,40-49,1,6-10,Mid,Male,Single,Finance,Contract,No
Satisfied,3,6,30-39,2,6-10,Mid,Male,Single,Finance,Full-Time,No
Satisfied,3,6,40-49,1,11-15,Mid,Male,Married,IT,Full-Time,Yes
Satisfied,1,8,50-59,3,21-25,Senior,Male,Married,Legal,Full-Time,No
Satisfied,3,7,30-39,2,1-5,Mid,Male,Married,IT,Full-Time,Yes
Satisfied,1,5,20-29,1,1-5,Mid,Male,Single,Operations,Full-Time,No
Satisfied,5,9,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,4,7,20-29,1,1-5,Mid,Male,Single,Legal,Contract,No
Satisfied,3,6,40-49,1,16-20,Senior,Male,Married,IT,Part-Time,Yes
Satisfied,5,7,20-29,4,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,2,5,20-29,1,6-10,Mid,Female,Single,Operations,Full-Time,Yes
Satisfied,3,7,20-29,1,1-5,Mid,Male,Single,IT,Full-Time,Yes
Satisfied,3,7,40-49,1,21-25,Mid,Male,Married,Sales,Full-Time,No
Satisfied,1,6,20-29,1,1-5,Junior,Male,Single,HR,Part-Time,No
Satisfied,1,7,20-29,1,1-5,Intern/Fresher,Female,Single,Finance,Full-Time,Yes
Satisfied,3,5,30-39,1,11-15,Mid,Female,Single,Marketing,Contract,No
Satisfied,3,5,40-49,1,21-25,Mid,Male,Divorced,Marketing,Full-Time,No
Satisfied,1,6,20-29,3,1-5,Mid,Male,Married,Finance,Part-Time,No
Satisfied,2,6,20-29,1,1-5,Junior,Female,Single,Marketing,Part-Time,No
Satisfied,4,7,30-39,1,11-15,Mid,Male,Married,IT,Part-Time,Yes
Satisfied,4,7,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,No
Satisfied,5,6,20-29,2,1-5,Junior,Female,Single,Legal,Full-Time,No
Satisfied,1,7,30-39,1,6-10,Senior,Female,Married,Customer Service,Full-Time,No
Satisfied,4,7,20-29,1,6-10,Junior,Female,Single,Finance,Full-Time,No
Satisfied,5,6,30-39,1,1-5,Mid,Male,Married,IT,Full-Time,No
Satisfied,2,5,20-29,1,6-10,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,1,6,20-29,1,1-5,Junior,Male,Single,Legal,Full-Time,No
Satisfied,5,7,30-39,1,11-15,Mid,Female,Single,Operations,Full-Time,No
Satisfied,4,8,30-39,3,11-15,Mid,Female,Single,Marketing,Full-Time,No
Satisfied,4,7,20-29,1,1-5,Junior,Male,Married,IT,Full-Time,Yes
Satisfied,1,6,20-29,1,1-5,Intern/Fresher,Female,Single,Legal,Full-Time,No
Satisfied,3,7,20-29,1,6-10,Junior,Male,Single,HR,Full-Time,No
Satisfied,2,6,40-49,2,1-5,Senior,Female,Married,Marketing,Part-Time,No
Satisfied,4,6,20-29,1,6-10,Junior,Male,Single,Operations,Part-Time,No
Satisfied,4,7,40-49,5,11-15,Mid,Female,Married,Marketing,Full-Time,No
Satisfied,2,8,20-29,5,6-10,Senior,Female,Married,Marketing,Full-Time,No
Satisfied,2,6,30-39,1,11-15,Mid,Female,Single,Operations,Full-Time,No
Satisfied,3,7,40-49,1,16-20,Mid,Female,Married,IT,Full-Time,Yes
Satisfied,4,8,30-39,3,11-15,Mid,Male,Single,Legal,Full-Time,No
Satisfied,2,7,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,No
Satisfied,4,9,30-39,1,11-15,Mid,Female,Married,Operations,Part-Time,Yes
Satisfied,2,6,20-29,1,6-10,Junior,Male,Single,Sales,Part-Time,Yes
Satisfied,2,5,30-39,1,11-15,Mid,Male,Married,IT,Part-Time,Yes
Satisfied,3,8,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Satisfied,2,7,20-29,2,6-10,Junior,Male,Single,Operations,Full-Time,No
Satisfied,4,7,30-39,1,1-5,Senior,Male,Married,IT,Full-Time,No
Satisfied,1,6,30-39,1,6-10,Mid,Male,Married,Legal,Part-Time,No
Satisfied,5,8,20-29,2,6-10,Mid,Female,Married,Legal,Full-Time,No
Satisfied,2,7,20-29,3,1-5,Junior,Male,Single,Finance,Part-Time,No
Satisfied,2,7,20-29,1,6-10,Junior,Female,Single,Operations,Full-Time,No
Satisfied,2,7,30-39,1,11-15,Senior,Female,Married,Finance,Part-Time,No
Satisfied,1,9,20-29,1,6-10,Mid,Female,Single,IT,Contract,Yes
Satisfied,2,7,30-39,2,6-10,Senior,Female,Married,Finance,Full-Time,No
Satisfied,3,6,30-39,1,16-20,Mid,Other,Single,Finance,Full-Time,No
Satisfied,2,7,20-29,1,1-5,Junior,Male,Single,Legal,Full-Time,No
Satisfied,1,7,20-29,2,6-10,Mid,Male,Single,Legal,Part-Time,No
Satisfied,2,6,20-29,1,6-10,Junior,Female,Single,IT,Full-Time,Yes
Satisfied,4,7,20-29,1,1-5,Junior,Female,Single,HR,Full-Time,No
Satisfied,4,6,20-29,3,1-5,Intern/Fresher,Female,Single,Sales,Part-Time,No
Satisfied,2,7,20-29,2,1-5,Junior,Male,Single,Sales,Full-Time,No
Satisfied,4,6,40-49,1,1-5,Senior,Male,Single,Operations,Full-Time,No
Satisfied,3,7,20-29,3,1-5,Junior,Male,Single,Sales,Part-Time,No
Satisfied,2,6,40-49,1,11-15,Mid,Female,Married,Operations,Full-Time,No
Satisfied,4,8,20-29,1,6-10,Mid,Female,Married,Marketing,Contract,No
Satisfied,1,6,20-29,2,1-5,Junior,Female,Single,Operations,Full-Time,No
Satisfied,2,7,40-49,3,16-20,Mid,Male,Married,Legal,Part-Time,No
Satisfied,4,7,40-49,1,11-15,Mid,Male,Single,Finance,Full-Time,No
Satisfied,2,7,30-39,1,6-10,Mid,Male,Single,IT,Full-Time,Yes
Satisfied,4,7,40-49,1,6-10,Mid,Female,Divorced,Finance,Contract,No
Satisfied,1,7,20-29,1,1-5,Junior,Male,Single,Customer Service,Full-Time,No
Satisfied,4,5,20-29,4,1-5,Junior,Male,Married,Operations,Part-Time,No
Satisfied,1,5,20-29,2,1-5,Junior,Female,Single,IT,Part-Time,Yes
Satisfied,2,7,20-29,2,1-5,Junior,Male,Single,Finance,Contract,No
Satisfied,4,7,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Satisfied,2,8,40-49,1,16-20,Senior,Female,Married,Marketing,Full-Time,No
Satisfied,5,6,50-59,1,26-30,Senior,Other,Single,Operations,Full-Time,No
Satisfied,4,8,20-29,1,1-5,Mid,Male,Single,Operations,Full-Time,No
Satisfied,1,7,20-29,1,6-10,Mid,Female,Single,Marketing,Full-Time,No
Satisfied,1,5,40-49,3,1-5,Senior,Female,Married,Customer Service,Full-Time,No
Satisfied,1,6,30-39,1,11-15,Mid,Male,Single,IT,Part-Time,Yes
Satisfied,1,4,40-49,1,11-15,Mid,Female,Married,Customer Service,Full-Time,No
Satisfied,4,6,20-29,1,6-10,Junior,Male,Single,HR,Part-Time,No
Satisfied,2,5,30-39,1,1-5,Senior,Male,Single,Finance,Part-Time,Yes
Satisfied,1,7,30-39,2,16-20,Mid,Male,Married,Marketing,Full-Time,No
Satisfied,2,6,30-39,1,16-20,Senior,Male,Married,Customer Service,Full-Time,No
Satisfied,3,6,30-39,1,11-15,Mid,Female,Married,HR,Part-Time,No
Satisfied,5,7,20-29,3,1-5,Junior,Male,Single,Customer Service,Part-Time,No
Satisfied,3,6,30-39,1,1-5,Mid,Male,Single,IT,Full-Time,Yes
Satisfied,1,7,30-39,4,11-15,Mid,Female,Single,Legal,Full-Time,Yes
Satisfied,3,7,20-29,1,1-5,Mid,Female,Single,Customer Service,Full-Time,No
Satisfied,1,6,20-29,4,6-10,Junior,Male,Single,Operations,Full-Time,No
Satisfied,3,6,20-29,1,1-5,Junior,Female,Single,Marketing,Full-Time,No
Satisfied,2,7,30-39,3,6-10,Senior,Female,Married,Finance,Part-Time,No
Satisfied,2,6,20-29,1,1-5,Intern/Fresher,Other,Single,Finance,Full-Time,Yes
Satisfied,2,8,20-29,2,1-5,Junior,Male,Single,IT,Part-Time,No
Satisfied,3,8,20-29,1,1-5,Mid,Female,Single,Finance,Full-Time,No
Satisfied,3,8,40-49,1,21-25,Mid,Female,Married,Finance,Full-Time,No
Satisfied,5,7,30-39,2,16-20,Mid,Male,Single,IT,Contract,Yes
Satisfied,4,8,20-29,1,6-10,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,4,6,20-29,1,1-5,Mid,Male,Single,Operations,Part-Time,Yes
Satisfied,2,6,20-29,1,1-5,Intern/Fresher,Female,Single,Marketing,Full-Time,No
Satisfied,2,9,30-39,3,6-10,Mid,Female,Married,IT,Part-Time,Yes
Satisfied,2,6,40-49,1,11-15,Mid,Male,Married,IT,Part-Time,Yes
Satisfied,3,7,30-39,2,6-10,Mid,Male,Single,IT,Full-Time,Yes
Satisfied,2,8,50-59,5,21-25,Senior,Female,Married,Finance,Full-Time,No
Satisfied,4,8,30-39,1,11-15,Mid,Male,Divorced,Sales,Contract,No
Satisfied,3,7,30-39,1,6-10,Mid,Male,Single,Customer Service,Part-Time,No
Satisfied,3,7,20-29,2,1-5,Junior,Female,Single,IT,Full-Time,Yes
Satisfied,3,7,30-39,3,6-10,Mid,Female,Married,Finance,Part-Time,No
Satisfied,5,6,20-29,1,6-10,Junior,Male,Single,Finance,Part-Time,No
Satisfied,5,7,20-29,1,6-10,Junior,Male,Married,Customer Service,Full-Time,No
Satisfied,5,7,30-39,1,1-5,Mid,Other,Single,Marketing,Full-Time,Yes
Satisfied,2,7,20-29,2,6-10,Mid,Male,Single,Sales,Full-Time,Yes
Satisfied,1,7,50-59,4,6-10,Senior,Female,Married,Finance,Full-Time,No
Satisfied,4,5,20-29,1,1-5,Mid,Male,Single,Operations,Full-Time,No
Satisfied,2,8,40-49,3,1-5,Mid,Female,Divorced,Operations,Full-Time,No
Satisfied,5,7,20-29,1,1-5,Junior,Male,Single,IT,Part-Time,Yes
Satisfied,3,7,20-29,2,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,3,7,20-29,1,6-10,Junior,Male,Single,IT,Part-Time,Yes
Satisfied,2,6,40-49,1,26-30,Mid,Male,Married,IT,Full-Time,No
Satisfied,3,4,30-39,1,16-20,Senior,Female,Married,Operations,Full-Time,No
Satisfied,5,6,20-29,1,6-10,Mid,Male,Single,Operations,Contract,No
Satisfied,3,7,20-29,2,1-5,Junior,Male,Single,Finance,Full-Time,No
Satisfied,1,6,40-49,2,21-25,Mid,Male,Married,Finance,Full-Time,No
Satisfied,5,6,30-39,1,6-10,Senior,Female,Married,Sales,Full-Time,No
Satisfied,1,7,30-39,4,6-10,Mid,Female,Single,Marketing,Part-Time,No
Satisfied,3,6,30-39,3,11-15,Mid,Male,Single,Sales,Part-Time,No
Satisfied,1,6,30-39,1,11-15,Senior,Female,Married,Sales,Part-Time,No
Satisfied,4,7,20-29,2,1-5,Junior,Female,Married,Legal,Full-Time,No
Satisfied,2,5,30-39,1,6-10,Senior,Male,Married,Sales,Full-Time,Yes
Satisfied,3,7,20-29,2,1-5,Junior,Female,Single,Finance,Contract,No
Satisfied,4,6,20-29,1,1-5,Senior,Male,Married,Marketing,Full-Time,No
Satisfied,4,7,20-29,1,1-5,Intern/Fresher,Female,Single,Sales,Full-Time,No
Satisfied,1,8,20-29,1,6-10,Junior,Female,Single,Legal,Part-Time,No
Satisfied,3,6,20-29,2,1-5,Intern/Fresher,Male,Single,Customer Service,Contract,No
Satisfied,4,6,40-49,1,16-20,Mid,Male,Married,IT,Full-Time,Yes
Satisfied,5,7,20-29,1,1-5,Junior,Female,Married,Sales,Part-Time,No
Satisfied,5,8,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Contract,Yes
Satisfied,1,6,20-29,1,6-10,Junior,Female,Single,Sales,Part-Time,No
Satisfied,2,6,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Full-Time,No
Satisfied,4,8,20-29,1,1-5,Junior,Female,Single,Marketing,Contract,No
